id,species,taxonId,ensembl,entrez,name,fullname,synonym,signature,chromStart,chromEnd,chromStrand,chromName,band,goTerms,function,goFunctions,goLocalizations,cerebralLocalization,nrIntxsValidated,nrIntxsPredicted,transcripts,humanOrthologs,mouseOrthologs,bovineOrthologs,lastModified
75950,Homo sapiens,9606,ENSG00000151702,2313,FLI1,Friend leukemia virus integration 1 ,EWSR2|SIC-1,FLI1|IDBG-75950|ENSG00000151702|2313,128686535,128813267,1,11,q24.3,"GO:0000978|RNA polymerase II core promoter proximal region sequence-specific DNA binding|molecular_function#GO:0000980|RNA polymerase II distal enhancer sequence-specific DNA binding|molecular_function#GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity|molecular_function#GO:0001077|RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription|molecular_function#GO:0003677|DNA binding|molecular_function#GO:0003682|chromatin binding|molecular_function#GO:0003700|sequence-specific DNA binding transcription factor activity|molecular_function#GO:0005634|nucleus|cellular_component#GO:0006355|regulation of transcription, DNA-templated|biological_process#GO:0006357|regulation of transcription from RNA polymerase II promoter|biological_process#GO:0006366|transcription from RNA polymerase II promoter|biological_process#GO:0007599|hemostasis|biological_process#GO:0008015|blood circulation|biological_process#GO:0009887|organ morphogenesis|biological_process#GO:0030154|cell differentiation|biological_process#GO:0035855|megakaryocyte development|biological_process#GO:0043565|sequence-specific DNA binding|molecular_function#GO:0045087|innate immune response|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process", sequence-specific DNA binding,GO:0000978: RNA polymerase II core promoter proximal region sequence-specific DNA binding#GO:0000980: RNA polymerase II distal enhancer sequence-specific DNA binding#GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity#GO:0001077: RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription#GO:0003677: DNA binding#GO:0003682: chromatin binding#GO:0003700: sequence-specific DNA binding transcription factor activity#GO:0043565: sequence-specific DNA binding,"GO:0000978: RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000980: RNA polymerase II distal enhancer sequence-specific DNA binding,GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity,GO:0001077: RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription,GO:0003677: DNA binding,GO:0003682: chromatin binding,GO:0003700: sequence-specific DNA binding transcription factor activity,GO:0043565: sequence-specific DNA binding",Nucleus,29,2,75952|75954|384595|810329|597423|591868|810327,,Fli1|IDBG-147469|ENSMUSG00000016087|14247,BT.67771|IDBG-642793|ENSBTAG00000008283|529124,2/20/17
76030,Homo sapiens,9606,ENSG00000180228,8575,PRKRA,"protein kinase, interferon-inducible double stranded RNA dependent activator ",DYT16|PACT|RAX,PRKRA|IDBG-76030|ENSG00000180228|8575,178431414,178451512,-1,2,q31.2,GO:0005515|protein binding|molecular_function#GO:0005622|intracellular|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006468|protein phosphorylation|biological_process#GO:0006955|immune response|biological_process#GO:0008047|enzyme activator activity|molecular_function#GO:0008285|negative regulation of cell proliferation|biological_process#GO:0009615|response to virus|biological_process#GO:0010467|gene expression|biological_process#GO:0016020|membrane|cellular_component#GO:0016301|kinase activity|molecular_function#GO:0030422|production of siRNA involved in RNA interference|biological_process#GO:0034599|cellular response to oxidative stress|biological_process#GO:0042473|outer ear morphogenesis|biological_process#GO:0042474|middle ear morphogenesis|biological_process#GO:0042803|protein homodimerization activity|molecular_function#GO:0043085|positive regulation of catalytic activity|biological_process#GO:0044822|poly(A) RNA binding|molecular_function#GO:0045087|innate immune response|biological_process#GO:0048471|perinuclear region of cytoplasm|cellular_component#GO:0048705|skeletal system morphogenesis|biological_process#GO:2001244|positive regulation of intrinsic apoptotic signaling pathway|biological_process, poly(A) RNA binding,GO:0005515: protein binding#GO:0008047: enzyme activator activity#GO:0016301: kinase activity#GO:0042803: protein homodimerization activity#GO:0044822: poly(A) RNA binding,"GO:0005515: protein binding,GO:0008047: enzyme activator activity,GO:0016301: kinase activity,GO:0042803: protein homodimerization activity,GO:0044822: poly(A) RNA binding",Plasma membrane,73,0,76032|387793|387795|387797|387798|483631,,Prkra|IDBG-182095|ENSMUSG00000002731|23992,PRKRA|IDBG-640208|ENSBTAG00000001096|282875,2/20/17
76283,Homo sapiens,9606,ENSG00000165732,9188,DDX21,DEAD (Asp-Glu-Ala-Asp) box helicase 21 ,GUA|GURDB|RH-II/GU|RH-II/GuA,DDX21|IDBG-76283|ENSG00000165732|9188,68956128,68985073,1,10,q22.1,GO:0001649|osteoblast differentiation|biological_process#GO:0003676|nucleic acid binding|molecular_function#GO:0003677|DNA binding|molecular_function#GO:0003723|RNA binding|molecular_function#GO:0003725|double-stranded RNA binding|molecular_function#GO:0004004|ATP-dependent RNA helicase activity|molecular_function#GO:0004386|helicase activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005524|ATP binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005730|nucleolus|cellular_component#GO:0006200|ATP catabolic process|biological_process#GO:0009615|response to virus|biological_process#GO:0016020|membrane|cellular_component#GO:0016787|hydrolase activity|molecular_function#GO:0043330|response to exogenous dsRNA|biological_process#GO:0044822|poly(A) RNA binding|molecular_function#GO:0045087|innate immune response|biological_process, poly(A) RNA binding,GO:0003676: nucleic acid binding#GO:0003677: DNA binding#GO:0003723: RNA binding#GO:0003725: double-stranded RNA binding#GO:0004004: ATP-dependent RNA helicase activity#GO:0004386: helicase activity#GO:0005515: protein binding#GO:0005524: ATP binding#GO:0016787: hydrolase activity#GO:0044822: poly(A) RNA binding,"GO:0003676: nucleic acid binding,GO:0003677: DNA binding,GO:0003723: RNA binding,GO:0003725: double-stranded RNA binding,GO:0004004: ATP-dependent RNA helicase activity,GO:0004386: helicase activity,GO:0005515: protein binding,GO:0005524: ATP binding,GO:0016787: hydrolase activity,GO:0044822: poly(A) RNA binding",Nucleus,118,7,76285|811544,,Ddx21|IDBG-157719|ENSMUSG00000020075|56200,DDX21|IDBG-629447|ENSBTAG00000014558|781917,2/20/17
76333,Homo sapiens,9606,ENSG00000186810,2833,CXCR3,chemokine (C-X-C motif) receptor 3 ,CD182|CD183|CKR-L2|CMKAR3|GPR9|IP10-R|Mig-R|MigR,CXCR3|IDBG-76333|ENSG00000186810|2833,71615916,71618517,-1,X,q13.1,GO:0001525|angiogenesis|biological_process#GO:0001937|negative regulation of endothelial cell proliferation|biological_process#GO:0002685|regulation of leukocyte migration|biological_process#GO:0004872|receptor activity|molecular_function#GO:0004930|G-protein coupled receptor activity|molecular_function#GO:0004950|chemokine receptor activity|molecular_function#GO:0005737|cytoplasm|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0006915|apoptotic process|biological_process#GO:0006928|cellular component movement|biological_process#GO:0006935|chemotaxis|biological_process#GO:0006954|inflammatory response|biological_process#GO:0007155|cell adhesion|biological_process#GO:0007166|cell surface receptor signaling pathway|biological_process#GO:0007186|G-protein coupled receptor signaling pathway|biological_process#GO:0007204|positive regulation of cytosolic calcium ion concentration|biological_process#GO:0008284|positive regulation of cell proliferation|biological_process#GO:0009897|external side of plasma membrane|cellular_component#GO:0009986|cell surface|cellular_component#GO:0010818|T cell chemotaxis|biological_process#GO:0016021|integral component of membrane|cellular_component#GO:0016494|C-X-C chemokine receptor activity|molecular_function#GO:0016525|negative regulation of angiogenesis|biological_process#GO:0019722|calcium-mediated signaling|biological_process#GO:0019956|chemokine binding|molecular_function#GO:0019958|C-X-C chemokine binding|molecular_function#GO:0030816|positive regulation of cAMP metabolic process|biological_process#GO:0043950|positive regulation of cAMP-mediated signaling|biological_process#GO:0045087|innate immune response|biological_process#GO:0045766|positive regulation of angiogenesis|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process#GO:0050921|positive regulation of chemotaxis|biological_process#GO:0051281|positive regulation of release of sequestered calcium ion into cytosol|biological_process#GO:0071954|chemokine (C-C motif) ligand 11 production|biological_process#GO:1900118|negative regulation of execution phase of apoptosis|biological_process#GO:1900119|positive regulation of execution phase of apoptosis|biological_process, C-X-C chemokine binding,GO:0004872: receptor activity#GO:0004930: G-protein coupled receptor activity#GO:0004950: chemokine receptor activity#GO:0016494: C-X-C chemokine receptor activity#GO:0019956: chemokine binding#GO:0019958: C-X-C chemokine binding,"GO:0004872: receptor activity,GO:0004930: G-protein coupled receptor activity,GO:0004950: chemokine receptor activity,GO:0016494: C-X-C chemokine receptor activity,GO:0019956: chemokine binding,GO:0019958: C-X-C chemokine binding",Cell surface,21,2,76335|76337,,Cxcr3|IDBG-164788|ENSMUSG00000050232|12766,CXCR3|IDBG-635748|ENSBTAG00000014798|497018,2/20/17
76413,Homo sapiens,9606,ENSG00000166086,83700,JAM3,junctional adhesion molecule 3 ,,JAM3|IDBG-76413|ENSG00000166086|83700,134068925,134152001,1,11,q25,GO:0001525|angiogenesis|biological_process#GO:0001780|neutrophil homeostasis|biological_process#GO:0002250|adaptive immune response|biological_process#GO:0002318|myeloid progenitor cell differentiation|biological_process#GO:0002523|leukocyte migration involved in inflammatory response|biological_process#GO:0005178|integrin binding|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005615|extracellular space|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0005911|cell-cell junction|cellular_component#GO:0005923|tight junction|cellular_component#GO:0007160|cell-matrix adhesion|biological_process#GO:0007283|spermatogenesis|biological_process#GO:0007286|spermatid development|biological_process#GO:0007596|blood coagulation|biological_process#GO:0016021|integral component of membrane|cellular_component#GO:0016477|cell migration|biological_process#GO:0019226|transmission of nerve impulse|biological_process#GO:0030010|establishment of cell polarity|biological_process#GO:0030057|desmosome|cellular_component#GO:0030198|extracellular matrix organization|biological_process#GO:0031103|axon regeneration|biological_process#GO:0033010|paranodal junction|cellular_component#GO:0042552|myelination|biological_process#GO:0042803|protein homodimerization activity|molecular_function#GO:0043220|Schmidt-Lanterman incisure|cellular_component#GO:0044291|cell-cell contact zone|cellular_component#GO:0045087|innate immune response|biological_process#GO:0046982|protein heterodimerization activity|molecular_function#GO:0050900|leukocyte migration|biological_process#GO:0090022|regulation of neutrophil chemotaxis|biological_process#GO:0090138|regulation of actin cytoskeleton organization by cell-cell adhesion|biological_process, protein heterodimerization activity,GO:0005178: integrin binding#GO:0005515: protein binding#GO:0042803: protein homodimerization activity#GO:0046982: protein heterodimerization activity,"GO:0005178: integrin binding,GO:0005515: protein binding,GO:0042803: protein homodimerization activity,GO:0046982: protein heterodimerization activity",Extracellular,8,0,76415|384796|597142|594810,,Jam3|IDBG-145910|ENSMUSG00000031990|83964,JAM3|IDBG-642813|ENSBTAG00000003176|513412,2/20/17
76818,Homo sapiens,9606,ENSG00000115252,5136,PDE1A,"phosphodiesterase 1A, calmodulin-dependent ",CAM-PDE-1A|HCAM-1|HCAM1|HSPDE1A,PDE1A|IDBG-76818|ENSG00000115252|5136,182140036,182523192,-1,2,q32.1,"GO:0000042|protein targeting to Golgi|biological_process#GO:0004114|3',5'-cyclic-nucleotide phosphodiesterase activity|molecular_function#GO:0004115|3',5'-cyclic-AMP phosphodiesterase activity|molecular_function#GO:0004117|calmodulin-dependent cyclic-nucleotide phosphodiesterase activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005516|calmodulin binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006198|cAMP catabolic process|biological_process#GO:0007165|signal transduction|biological_process#GO:0007173|epidermal growth factor receptor signaling pathway|biological_process#GO:0007202|activation of phospholipase C activity|biological_process#GO:0007596|blood coagulation|biological_process#GO:0008543|fibroblast growth factor receptor signaling pathway|biological_process#GO:0030553|cGMP binding|molecular_function#GO:0034391|regulation of smooth muscle cell apoptotic process|biological_process#GO:0043025|neuronal cell body|cellular_component#GO:0045087|innate immune response|biological_process#GO:0046069|cGMP catabolic process|biological_process#GO:0046872|metal ion binding|molecular_function#GO:0048011|neurotrophin TRK receptor signaling pathway|biological_process#GO:0048101|calcium- and calmodulin-regulated 3',5'-cyclic-GMP phosphodiesterase activity|molecular_function#GO:0048660|regulation of smooth muscle cell proliferation|biological_process", 3',"GO:0004114: 3',5'-cyclic-nucleotide phosphodiesterase activity#GO:0004115: 3',5'-cyclic-AMP phosphodiesterase activity#GO:0004117: calmodulin-dependent cyclic-nucleotide phosphodiesterase activity#GO:0005515: protein binding#GO:0005516: calmodulin binding#GO:0030553: cGMP binding#GO:0046872: metal ion binding#GO:0048101: calcium- and calmodulin-regulated 3',5'-cyclic-GMP phosphodiesterase activity","GO:0004114: 3',5'-cyclic-nucleotide phosphodiesterase activity,GO:0004115: 3',5'-cyclic-AMP phosphodiesterase activity,GO:0004117: calmodulin-dependent cyclic-nucleotide phosphodiesterase activity,GO:0005515: protein binding,GO:0005516: calmodulin binding,GO:0030553: cGMP binding,GO:0046872: metal ion binding,GO:0048101: calcium- and calmodulin-regulated 3',5'-cyclic-GMP phosphodiesterase activity",Nucleus,4,1,76822|76824|293367|293369|387897,,Pde1a|IDBG-183578|ENSMUSG00000059173|18573,PDE1A|IDBG-639890|ENSBTAG00000012100|281969,2/20/17
76903,Homo sapiens,9606,ENSG00000061676,10787,NCKAP1,NCK-associated protein 1 ,HEM2|NAP1|NAP125|p125Nap1,NCKAP1|IDBG-76903|ENSG00000061676|10787,182909115,183038858,-1,2,q32.1,"GO:0001701|in utero embryonic development|biological_process#GO:0001756|somitogenesis|biological_process#GO:0001843|neural tube closure|biological_process#GO:0005515|protein binding|molecular_function#GO:0005829|cytosol|cellular_component#GO:0006915|apoptotic process|biological_process#GO:0007354|zygotic determination of anterior/posterior axis, embryo|biological_process#GO:0007417|central nervous system development|biological_process#GO:0007492|endoderm development|biological_process#GO:0008078|mesodermal cell migration|biological_process#GO:0010172|embryonic body morphogenesis|biological_process#GO:0010592|positive regulation of lamellipodium assembly|biological_process#GO:0016021|integral component of membrane|cellular_component#GO:0016601|Rac protein signal transduction|biological_process#GO:0030027|lamellipodium|cellular_component#GO:0030032|lamellipodium assembly|biological_process#GO:0030903|notochord development|biological_process#GO:0030950|establishment or maintenance of actin cytoskeleton polarity|biological_process#GO:0031209|SCAR complex|cellular_component#GO:0031258|lamellipodium membrane|cellular_component#GO:0032403|protein complex binding|molecular_function#GO:0032880|regulation of protein localization|biological_process#GO:0035050|embryonic heart tube development|biological_process#GO:0038096|Fc-gamma receptor signaling pathway involved in phagocytosis|biological_process#GO:0042074|cell migration involved in gastrulation|biological_process#GO:0045087|innate immune response|biological_process#GO:0045175|basal protein localization|biological_process#GO:0045176|apical protein localization|biological_process#GO:0048339|paraxial mesoderm development|biological_process#GO:0048340|paraxial mesoderm morphogenesis|biological_process#GO:0048365|Rac GTPase binding|molecular_function#GO:0048570|notochord morphogenesis|biological_process#GO:0048617|embryonic foregut morphogenesis|biological_process#GO:0050821|protein stabilization|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:2000601|positive regulation of Arp2/3 complex-mediated actin nucleation|biological_process", Rac GTPase binding,GO:0005515: protein binding#GO:0032403: protein complex binding#GO:0048365: Rac GTPase binding,"GO:0005515: protein binding,GO:0032403: protein complex binding,GO:0048365: Rac GTPase binding",Plasma membrane,53,4,76905|76907,,Nckap1|IDBG-183835|ENSMUSG00000027002|50884,"NCKAP1|IDBG-639791|ENSBTAG00000033662|100300817,101907541",2/20/17
76944,Homo sapiens,9606,ENSG00000166913,7529,YWHAB,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide ",GW128|HEL-S-1|HS1|KCIP-1|YWHAA,YWHAB|IDBG-76944|ENSG00000166913|7529,44885676,44908532,1,20,q13.12,"GO:0000165|MAPK cascade|biological_process#GO:0000186|activation of MAPKK activity|biological_process#GO:0003714|transcription corepressor activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006605|protein targeting|biological_process#GO:0006915|apoptotic process|biological_process#GO:0007173|epidermal growth factor receptor signaling pathway|biological_process#GO:0007264|small GTPase mediated signal transduction|biological_process#GO:0007265|Ras protein signal transduction|biological_process#GO:0007411|axon guidance|biological_process#GO:0008022|protein C-terminus binding|molecular_function#GO:0008286|insulin receptor signaling pathway|biological_process#GO:0008543|fibroblast growth factor receptor signaling pathway|biological_process#GO:0010467|gene expression|biological_process#GO:0016020|membrane|cellular_component#GO:0016070|RNA metabolic process|biological_process#GO:0016071|mRNA metabolic process|biological_process#GO:0017053|transcriptional repressor complex|cellular_component#GO:0019899|enzyme binding|molecular_function#GO:0019904|protein domain specific binding|molecular_function#GO:0030659|cytoplasmic vesicle membrane|cellular_component#GO:0032403|protein complex binding|molecular_function#GO:0035308|negative regulation of protein dephosphorylation|biological_process#GO:0035329|hippo signaling|biological_process#GO:0038095|Fc-epsilon receptor signaling pathway|biological_process#GO:0042470|melanosome|cellular_component#GO:0042826|histone deacetylase binding|molecular_function#GO:0043085|positive regulation of catalytic activity|biological_process#GO:0043234|protein complex|cellular_component#GO:0045087|innate immune response|biological_process#GO:0045892|negative regulation of transcription, DNA-templated|biological_process#GO:0048011|neurotrophin TRK receptor signaling pathway|biological_process#GO:0048471|perinuclear region of cytoplasm|cellular_component#GO:0050815|phosphoserine binding|molecular_function#GO:0051219|phosphoprotein binding|molecular_function#GO:0051220|cytoplasmic sequestering of protein|biological_process#GO:0051291|protein heterooligomerization|biological_process#GO:0061024|membrane organization|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0097193|intrinsic apoptotic signaling pathway|biological_process#GO:1900740|positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway|biological_process", phosphoprotein binding,GO:0003714: transcription corepressor activity#GO:0005515: protein binding#GO:0008022: protein C-terminus binding#GO:0019899: enzyme binding#GO:0019904: protein domain specific binding#GO:0032403: protein complex binding#GO:0042826: histone deacetylase binding#GO:0050815: phosphoserine binding#GO:0051219: phosphoprotein binding,"GO:0003714: transcription corepressor activity,GO:0005515: protein binding,GO:0008022: protein C-terminus binding,GO:0019899: enzyme binding,GO:0019904: protein domain specific binding,GO:0032403: protein complex binding,GO:0042826: histone deacetylase binding,GO:0050815: phosphoserine binding,GO:0051219: phosphoprotein binding",Nucleus,442,30,76946|76948|376081|376082,,Ywhab|IDBG-211991|ENSMUSG00000018326|54401,YWHAB|IDBG-642828|ENSBTAG00000016846|286863,2/20/17
77041,Homo sapiens,9606,ENSG00000158169,2176,FANCC,"Fanconi anemia, complementation group C ",FA3|FAC|FACC,FANCC|IDBG-77041|ENSG00000158169|2176,95099054,95317709,-1,9,q22.32,GO:0002262|myeloid cell homeostasis|biological_process#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005654|nucleoplasm|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006281|DNA repair|biological_process#GO:0006289|nucleotide-excision repair|biological_process#GO:0006461|protein complex assembly|biological_process#GO:0007276|gamete generation|biological_process#GO:0007281|germ cell development|biological_process#GO:0019430|removal of superoxide radicals|biological_process#GO:0043240|Fanconi anaemia nuclear complex|cellular_component#GO:0045087|innate immune response|biological_process, protein binding,GO:0005515: protein binding,GO:0005515: protein binding,Nucleus,54,2,77043|77045|375787|812197,,Fancc|IDBG-160833|ENSMUSG00000021461|14088,FANCC|IDBG-636496|ENSBTAG00000017195|281762,2/20/17
77054,Homo sapiens,9606,ENSG00000138448,3685,ITGAV,"integrin, alpha V ",CD51|MSK8|VNRA|VTNR,ITGAV|IDBG-77054|ENSG00000138448|3685,186590065,186680901,1,2,q32.1,"GO:0001525|angiogenesis|biological_process#GO:0001568|blood vessel development|biological_process#GO:0001618|virus receptor activity|molecular_function#GO:0001846|opsonin binding|molecular_function#GO:0002474|antigen processing and presentation of peptide antigen via MHC class I|biological_process#GO:0002479|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|biological_process#GO:0005080|protein kinase C binding|molecular_function#GO:0005245|voltage-gated calcium channel activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0007155|cell adhesion|biological_process#GO:0007160|cell-matrix adhesion|biological_process#GO:0007229|integrin-mediated signaling pathway|biological_process#GO:0007411|axon guidance|biological_process#GO:0007596|blood coagulation|biological_process#GO:0008284|positive regulation of cell proliferation|biological_process#GO:0008305|integrin complex|cellular_component#GO:0009615|response to virus|biological_process#GO:0009897|external side of plasma membrane|cellular_component#GO:0009986|cell surface|cellular_component#GO:0010745|negative regulation of macrophage derived foam cell differentiation|biological_process#GO:0010888|negative regulation of lipid storage|biological_process#GO:0016020|membrane|cellular_component#GO:0030198|extracellular matrix organization|biological_process#GO:0030335|positive regulation of cell migration|biological_process#GO:0031589|cell-substrate adhesion|biological_process#GO:0031994|insulin-like growth factor I binding|molecular_function#GO:0032369|negative regulation of lipid transport|biological_process#GO:0033690|positive regulation of osteoblast proliferation|biological_process#GO:0035867|alphav-beta3 integrin-IGF-1-IGF1R complex|cellular_component#GO:0042590|antigen processing and presentation of exogenous peptide antigen via MHC class I|biological_process#GO:0043277|apoptotic cell clearance|biological_process#GO:0045087|innate immune response|biological_process#GO:0045335|phagocytic vesicle|cellular_component#GO:0045715|negative regulation of low-density lipoprotein particle receptor biosynthetic process|biological_process#GO:0045785|positive regulation of cell adhesion|biological_process#GO:0046718|viral entry into host cell|biological_process#GO:0046872|metal ion binding|molecular_function#GO:0050431|transforming growth factor beta binding|molecular_function#GO:0050748|negative regulation of lipoprotein metabolic process|biological_process#GO:0050764|regulation of phagocytosis|biological_process#GO:0050900|leukocyte migration|biological_process#GO:0052066|entry of symbiont into host cell by promotion of host phagocytosis|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0070371|ERK1 and ERK2 cascade|biological_process#GO:0070588|calcium ion transmembrane transport|biological_process#GO:0097192|extrinsic apoptotic signaling pathway in absence of ligand|biological_process#GO:2000425|regulation of apoptotic cell clearance|biological_process#GO:2000536|negative regulation of entry of bacterium into host cell|biological_process#GO:2001237|negative regulation of extrinsic apoptotic signaling pathway|biological_process", transforming growth factor beta binding,GO:0001618: virus receptor activity#GO:0001846: opsonin binding#GO:0005080: protein kinase C binding#GO:0005245: voltage-gated calcium channel activity#GO:0005515: protein binding#GO:0031994: insulin-like growth factor I binding#GO:0046872: metal ion binding#GO:0050431: transforming growth factor beta binding,"GO:0001618: virus receptor activity,GO:0001846: opsonin binding,GO:0005080: protein kinase C binding,GO:0005245: voltage-gated calcium channel activity,GO:0005515: protein binding,GO:0031994: insulin-like growth factor I binding,GO:0046872: metal ion binding,GO:0050431: transforming growth factor beta binding",Cell surface,39,2,77056|77058|387926|387928,,Itgav|IDBG-184247|ENSMUSG00000027087|16410,ITGAV|IDBG-639711|ENSBTAG00000019929|281875,2/20/17
77092,Homo sapiens,9606,ENSG00000185920,5727,PTCH1,patched 1 ,BCNS|HPE7|NBCCS|PTC|PTC1|PTCH|PTCH11,PTCH1|IDBG-77092|ENSG00000185920|5727,95442980,95517057,-1,9,q22.32,GO:0000122|negative regulation of transcription from RNA polymerase II promoter|biological_process#GO:0001658|branching involved in ureteric bud morphogenesis|biological_process#GO:0001701|in utero embryonic development|biological_process#GO:0001841|neural tube formation|biological_process#GO:0001843|neural tube closure|biological_process#GO:0003007|heart morphogenesis|biological_process#GO:0005113|patched binding|molecular_function#GO:0005119|smoothened binding|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005794|Golgi apparatus|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0005901|caveola|cellular_component#GO:0007165|signal transduction|biological_process#GO:0007224|smoothened signaling pathway|biological_process#GO:0007346|regulation of mitotic cell cycle|biological_process#GO:0007389|pattern specification process|biological_process#GO:0007420|brain development|biological_process#GO:0008158|hedgehog receptor activity|molecular_function#GO:0008201|heparin binding|molecular_function#GO:0008285|negative regulation of cell proliferation|biological_process#GO:0008544|epidermis development|biological_process#GO:0008589|regulation of smoothened signaling pathway|biological_process#GO:0009612|response to mechanical stimulus|biological_process#GO:0009887|organ morphogenesis|biological_process#GO:0009953|dorsal/ventral pattern formation|biological_process#GO:0010157|response to chlorate|biological_process#GO:0010875|positive regulation of cholesterol efflux|biological_process#GO:0014069|postsynaptic density|cellular_component#GO:0014070|response to organic cyclic compound|biological_process#GO:0015485|cholesterol binding|molecular_function#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0016485|protein processing|biological_process#GO:0021522|spinal cord motor neuron differentiation|biological_process#GO:0021532|neural tube patterning|biological_process#GO:0021904|dorsal/ventral neural tube patterning|biological_process#GO:0021997|neural plate axis specification|biological_process#GO:0030326|embryonic limb morphogenesis|biological_process#GO:0030332|cyclin binding|molecular_function#GO:0030496|midbody|cellular_component#GO:0030879|mammary gland development|biological_process#GO:0032355|response to estradiol|biological_process#GO:0032403|protein complex binding|molecular_function#GO:0032526|response to retinoic acid|biological_process#GO:0032880|regulation of protein localization|biological_process#GO:0035108|limb morphogenesis|biological_process#GO:0035137|hindlimb morphogenesis|biological_process#GO:0040008|regulation of growth|biological_process#GO:0040015|negative regulation of multicellular organism growth|biological_process#GO:0042127|regulation of cell proliferation|biological_process#GO:0042493|response to drug|biological_process#GO:0042593|glucose homeostasis|biological_process#GO:0043231|intracellular membrane-bounded organelle|cellular_component#GO:0043433|negative regulation of sequence-specific DNA binding transcription factor activity|biological_process#GO:0043616|keratinocyte proliferation|biological_process#GO:0044294|dendritic growth cone|cellular_component#GO:0044295|axonal growth cone|cellular_component#GO:0045087|innate immune response|biological_process#GO:0045668|negative regulation of osteoblast differentiation|biological_process#GO:0045879|negative regulation of smoothened signaling pathway|biological_process#GO:0048471|perinuclear region of cytoplasm|cellular_component#GO:0048568|embryonic organ development|biological_process#GO:0050680|negative regulation of epithelial cell proliferation|biological_process#GO:0051782|negative regulation of cell division|biological_process#GO:0060037|pharyngeal system development|biological_process#GO:0060603|mammary gland duct morphogenesis|biological_process#GO:0060644|mammary gland epithelial cell differentiation|biological_process#GO:0060831|smoothened signaling pathway involved in dorsal/ventral neural tube patterning|biological_process#GO:0061005|cell differentiation involved in kidney development|biological_process#GO:0061053|somite development|biological_process#GO:0071397|cellular response to cholesterol|biological_process#GO:0072001|renal system development|biological_process#GO:0072203|cell proliferation involved in metanephros development|biological_process#GO:0072372|primary cilium|cellular_component#GO:0072661|protein targeting to plasma membrane|biological_process#GO:0097108|hedgehog family protein binding|molecular_function, hedgehog family protein binding,GO:0005113: patched binding#GO:0005119: smoothened binding#GO:0005515: protein binding#GO:0008158: hedgehog receptor activity#GO:0008201: heparin binding#GO:0015485: cholesterol binding#GO:0030332: cyclin binding#GO:0032403: protein complex binding#GO:0097108: hedgehog family protein binding,"GO:0005113: patched binding,GO:0005119: smoothened binding,GO:0005515: protein binding,GO:0008158: hedgehog receptor activity,GO:0008201: heparin binding,GO:0015485: cholesterol binding,GO:0030332: cyclin binding,GO:0032403: protein complex binding,GO:0097108: hedgehog family protein binding",Cell surface,24,0,77094|77098|77104|77106|375905|375907|375925|375927|375928|595118|588603|597770|593085|594916|593561|597479|602647|595936,,Ptch1|IDBG-161037|ENSMUSG00000021466|19206,,2/20/17
